run_id,run_num,tournament_k,generation,avg_tree_test_acc,ensemble_test_acc,height_var,height_mean,height_median,leaves_var,leaves_mean,leaves_median,RF_baseline,RF_height_var,RF_height_mean,RF_height_median,RF_leaves_var,RF_leaves_mean,RF_leaves_median,RF_avg,bootstrap_diversity_mean,bootstrap_diversity_var
168350,4,2,0,0.834,0.91,3.198,19.89,20.0,170.46,321.02,321.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.6e-05
168350,4,2,1,0.835,0.912,3.418,19.75,20.0,183.184,321.66,321.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,2.5e-05
168350,4,2,2,0.834,0.912,3.547,19.81,20.0,178.787,321.993,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,3e-05
168350,4,2,3,0.834,0.91,3.576,19.798,20.0,186.299,322.285,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,3.5e-05
168350,4,2,4,0.834,0.91,3.744,19.832,20.0,180.112,322.306,323.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,3e-05
168350,4,2,5,0.834,0.911,3.667,19.788,20.0,179.55,322.283,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.7e-05
168350,4,2,6,0.834,0.911,3.613,19.75,20.0,173.577,322.219,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.2e-05
168350,4,2,7,0.834,0.911,3.854,19.794,20.0,177.722,322.2,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,3.1e-05
168350,4,2,8,0.834,0.911,3.932,19.791,20.0,181.32,322.22,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,2.7e-05
168350,4,2,9,0.835,0.911,3.916,19.813,20.0,181.537,322.188,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.634,2.7e-05
168350,4,2,10,0.835,0.91,3.915,19.815,20.0,181.536,322.134,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,3.1e-05
168350,4,2,11,0.835,0.912,3.87,19.794,20.0,180.196,322.101,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.3e-05
168350,4,2,12,0.835,0.911,3.916,19.805,20.0,177.888,322.362,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.5e-05
168350,4,2,13,0.835,0.91,3.98,19.797,20.0,175.403,322.337,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,3.2e-05
168350,4,2,14,0.834,0.909,3.993,19.809,20.0,174.527,322.309,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2e-05
168350,4,2,15,0.834,0.909,3.978,19.801,20.0,177.139,322.292,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.5e-05
168350,4,2,16,0.835,0.911,3.97,19.801,20.0,177.313,322.355,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,2.4e-05
168350,4,2,17,0.835,0.911,3.914,19.789,20.0,178.603,322.23,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.7e-05
168350,4,2,18,0.835,0.91,3.963,19.811,20.0,180.287,322.128,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.7e-05
168350,4,2,19,0.835,0.909,3.904,19.801,20.0,182.065,322.08,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.7e-05
168350,4,2,20,0.835,0.909,3.905,19.799,20.0,181.824,322.014,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,3.3e-05
168350,4,2,21,0.835,0.911,3.926,19.801,20.0,182.019,321.905,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.631,2.4e-05
168350,4,2,22,0.835,0.911,3.917,19.787,20.0,182.803,321.815,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,3.4e-05
168350,4,2,23,0.835,0.909,3.936,19.778,20.0,181.958,321.727,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,2.9e-05
168350,4,2,24,0.835,0.911,3.934,19.779,20.0,180.97,321.7,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.631,2.1e-05
168350,4,2,25,0.835,0.911,3.925,19.776,20.0,179.613,321.673,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.632,3.2e-05
168350,4,2,26,0.835,0.912,3.937,19.774,20.0,179.854,321.6,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.631,2.5e-05
168350,4,2,27,0.835,0.912,3.908,19.768,20.0,181.815,321.6,322.0,0.914,3.805,19.775,20.0,186.939,321.81,322.0,0.829,0.633,2.8e-05
