run_id,generation,avg_tree_test_acc,ensemble_train_acc,ensemble_test_acc,height_var,leaves_var,RF_baseline
359959,0,0.452,0.4272,0.4257,9.93,49.89,0.5337837837837838
359959,1,0.452,0.4272,0.4257,9.93,49.89,0.5337837837837838
359959,2,0.457,0.446,0.4189,12.27,82.57,0.5337837837837838
359959,3,0.4652,0.5162,0.473,14.91,127.48,0.5337837837837838
359959,4,0.47,0.5517,0.527,15.77,150.74,0.5337837837837838
359959,5,0.4726,0.5645,0.5405,15.35,154.4,0.5337837837837838
359959,6,0.4747,0.5804,0.5405,15.11,155.68,0.5337837837837838
359959,7,0.4763,0.5811,0.5541,14.22,155.14,0.5337837837837838
359959,8,0.4779,0.5894,0.5405,13.87,154.45,0.5337837837837838
359959,9,0.4793,0.5932,0.5405,13.16,153.97,0.5337837837837838
359959,10,0.4805,0.5992,0.5405,12.64,150.1,0.5337837837837838
359959,11,0.4813,0.6,0.5338,12.21,146.0,0.5337837837837838
359959,12,0.4827,0.6,0.5405,11.82,144.04,0.5337837837837838
359959,13,0.4828,0.606,0.5473,11.52,145.48,0.5337837837837838
359959,14,0.4832,0.603,0.527,11.24,148.4,0.5337837837837838
359959,15,0.4832,0.6091,0.527,11.04,156.81,0.5337837837837838
359959,16,0.4833,0.6121,0.527,10.84,165.51,0.5337837837837838
359959,17,0.4837,0.6121,0.5405,10.81,179.96,0.5337837837837838
359959,18,0.4839,0.6166,0.5473,10.88,199.4,0.5337837837837838
359959,19,0.484,0.6166,0.5473,10.87,217.07,0.5337837837837838
359959,20,0.4841,0.6181,0.5473,10.81,236.59,0.5337837837837838
359959,21,0.4843,0.6181,0.5541,10.68,257.28,0.5337837837837838
359959,22,0.4844,0.6196,0.5676,10.56,273.77,0.5337837837837838
359959,23,0.4842,0.6211,0.5608,10.46,294.11,0.5337837837837838
359959,24,0.4842,0.6189,0.5676,10.44,323.75,0.5337837837837838
359959,25,0.4845,0.6204,0.5676,10.35,347.11,0.5337837837837838
359959,26,0.4846,0.6226,0.5608,10.31,374.29,0.5337837837837838
359959,27,0.4846,0.6226,0.5608,10.29,402.09,0.5337837837837838
359959,28,0.4847,0.6211,0.5608,10.31,431.24,0.5337837837837838
359959,29,0.4845,0.6234,0.5608,10.25,465.25,0.5337837837837838
359959,30,0.4845,0.6249,0.5608,10.19,501.83,0.5337837837837838
359959,31,0.4843,0.6219,0.5608,10.15,545.54,0.5337837837837838
359959,32,0.4844,0.6242,0.5608,10.09,589.93,0.5337837837837838
359959,33,0.4842,0.6264,0.5608,10.05,634.06,0.5337837837837838
359959,34,0.4843,0.6279,0.5608,9.94,678.18,0.5337837837837838
359959,35,0.4843,0.6302,0.5608,9.92,726.39,0.5337837837837838
359959,36,0.4842,0.6317,0.5608,9.83,785.64,0.5337837837837838
359959,37,0.4842,0.6355,0.5608,9.8,848.69,0.5337837837837838
359959,38,0.4843,0.637,0.5608,9.75,921.74,0.5337837837837838
