run_id,run_num,tournament_k,generation,avg_tree_test_acc,ensemble_train_acc,ensemble_test_acc,height_var,leaves_var,RF_baseline,RF_height
359959,9,25,26,0.499,0.552,0.568,7.172,86.809,0.588,2.986
359959,9,25,27,0.499,0.56,0.574,7.085,86.096,0.588,2.986
359959,9,25,28,0.5,0.561,0.574,7.03,86.224,0.588,2.986
359959,9,25,29,0.5,0.561,0.581,6.973,85.577,0.588,2.986
359959,9,25,30,0.5,0.559,0.595,6.875,84.673,0.588,2.986
359959,9,25,31,0.501,0.561,0.588,6.804,84.41,0.588,2.986
359959,9,25,32,0.501,0.563,0.581,6.787,85.194,0.588,2.986
359959,9,25,33,0.501,0.569,0.568,6.815,87.581,0.588,2.986
359959,9,25,34,0.501,0.572,0.568,6.819,88.632,0.588,2.986
359959,9,25,35,0.501,0.574,0.568,6.804,89.483,0.588,2.986
359959,9,25,36,0.502,0.575,0.574,6.799,91.056,0.588,2.986
359959,9,25,37,0.502,0.573,0.574,6.81,92.475,0.588,2.986
359959,9,25,38,0.502,0.575,0.568,6.791,92.669,0.588,2.986
359959,9,25,39,0.502,0.576,0.568,6.793,94.371,0.588,2.986
359959,9,25,40,0.502,0.574,0.568,6.794,95.894,0.588,2.986
359959,9,25,41,0.502,0.58,0.568,6.766,96.88,0.588,2.986
359959,9,25,42,0.502,0.584,0.574,6.748,97.84,0.588,2.986
359959,9,25,43,0.502,0.588,0.574,6.733,98.634,0.588,2.986
359959,9,25,44,0.502,0.584,0.581,6.703,99.233,0.588,2.986
359959,9,25,45,0.502,0.583,0.581,6.711,100.814,0.588,2.986
359959,9,25,46,0.502,0.582,0.574,6.72,101.72,0.588,2.986
359959,9,25,47,0.502,0.582,0.574,6.721,102.664,0.588,2.986
359959,9,25,48,0.502,0.583,0.568,6.755,103.562,0.588,2.986
359959,9,25,49,0.502,0.583,0.568,6.754,103.946,0.588,2.986
168784,11,100,0,0.546,0.585,0.6,9.256,325.328,0.805,3.604
168784,11,100,1,0.546,0.585,0.6,9.256,325.328,0.805,3.604
168784,11,100,2,0.573,0.688,0.667,10.52,281.85,0.805,3.604
168784,11,100,3,0.586,0.719,0.697,9.61,237.411,0.805,3.604
168784,11,100,4,0.591,0.727,0.703,9.52,216.507,0.805,3.604
168784,11,100,5,0.595,0.73,0.703,9.015,195.932,0.805,3.604
168784,11,100,6,0.597,0.73,0.697,8.793,183.463,0.805,3.604
168784,11,100,7,0.602,0.736,0.697,8.194,168.907,0.805,3.604
168784,11,100,8,0.606,0.738,0.708,7.804,161.231,0.805,3.604
168784,11,100,9,0.609,0.742,0.713,7.252,151.201,0.805,3.604
168784,11,100,10,0.612,0.742,0.713,6.839,143.325,0.805,3.604
168784,11,100,11,0.613,0.744,0.718,6.52,137.621,0.805,3.604
168784,11,100,12,0.615,0.746,0.713,6.236,134.081,0.805,3.604
168784,11,100,13,0.618,0.746,0.708,5.919,131.47,0.805,3.604
168784,11,100,14,0.62,0.749,0.708,5.632,128.756,0.805,3.604
168784,11,100,15,0.621,0.748,0.708,5.52,128.892,0.805,3.604
168784,11,100,16,0.621,0.749,0.703,5.508,130.8,0.805,3.604
168784,11,100,17,0.621,0.746,0.703,5.414,129.062,0.805,3.604
168784,11,100,18,0.621,0.746,0.703,5.342,129.171,0.805,3.604
168784,11,100,19,0.621,0.747,0.703,5.342,130.62,0.805,3.604
168784,11,100,20,0.621,0.748,0.703,5.339,132.51,0.805,3.604
168784,11,100,21,0.62,0.749,0.708,5.453,135.379,0.805,3.604
168784,11,100,22,0.619,0.751,0.708,5.56,136.985,0.805,3.604
168784,11,100,23,0.619,0.754,0.713,5.492,136.474,0.805,3.604
168784,11,100,24,0.619,0.751,0.713,5.514,138.545,0.805,3.604
168784,11,100,25,0.619,0.749,0.708,5.525,139.649,0.805,3.604
168784,11,100,26,0.619,0.749,0.713,5.562,142.381,0.805,3.604
168784,11,100,27,0.619,0.75,0.708,5.755,150.173,0.805,3.604
168784,11,100,28,0.619,0.751,0.713,5.966,172.367,0.805,3.604
168784,11,100,29,0.62,0.751,0.713,6.117,197.757,0.805,3.604
168784,11,100,30,0.62,0.753,0.713,6.293,251.237,0.805,3.604
168784,11,100,31,0.62,0.754,0.718,6.379,283.909,0.805,3.604
168784,11,100,32,0.621,0.758,0.708,6.403,327.302,0.805,3.604
168784,11,100,33,0.621,0.758,0.713,6.388,377.645,0.805,3.604
168784,11,100,34,0.621,0.761,0.718,6.432,395.087,0.805,3.604
168784,11,100,35,0.622,0.763,0.718,6.428,410.53,0.805,3.604
168784,11,100,36,0.622,0.766,0.723,6.453,429.536,0.805,3.604
168784,11,100,37,0.622,0.768,0.728,6.463,445.298,0.805,3.604
168784,11,100,38,0.623,0.769,0.728,6.453,453.604,0.805,3.604
168784,11,100,39,0.624,0.771,0.728,6.436,462.2,0.805,3.604
168784,11,100,40,0.624,0.771,0.728,6.433,466.118,0.805,3.604
168784,11,100,41,0.624,0.774,0.723,6.459,474.563,0.805,3.604
168784,11,100,42,0.624,0.774,0.728,6.47,477.624,0.805,3.604
168784,11,100,43,0.624,0.774,0.728,6.493,476.22,0.805,3.604
168784,11,100,44,0.624,0.774,0.728,6.493,473.903,0.805,3.604
168784,11,100,45,0.624,0.775,0.728,6.593,474.343,0.805,3.604
168784,11,100,46,0.624,0.777,0.728,6.619,469.843,0.805,3.604
168784,11,100,47,0.623,0.777,0.733,6.646,466.086,0.805,3.604
168784,11,100,48,0.623,0.778,0.733,6.683,462.966,0.805,3.604
168784,11,100,49,0.624,0.777,0.733,6.707,460.879,0.805,3.604
359954,10,25,0,0.448,0.478,0.486,9.358,56.63,0.662,5.459
359954,10,25,1,0.448,0.478,0.486,9.358,56.63,0.662,5.459
359954,10,25,2,0.476,0.544,0.514,9.54,70.26,0.662,5.459
359954,10,25,3,0.491,0.618,0.581,9.371,84.75,0.662,5.459
359954,10,25,4,0.5,0.665,0.608,9.138,100.676,0.662,5.459
359954,10,25,5,0.511,0.715,0.635,8.89,101.67,0.662,5.459
359954,10,25,6,0.521,0.735,0.649,8.438,91.211,0.662,5.459
359954,10,25,7,0.526,0.743,0.662,8.046,83.02,0.662,5.459
359954,10,25,8,0.529,0.741,0.676,7.736,77.916,0.662,5.459
359954,10,25,9,0.531,0.747,0.662,7.407,73.652,0.662,5.459
359954,10,25,10,0.533,0.754,0.676,7.043,69.801,0.662,5.459
359954,10,25,11,0.535,0.754,0.676,6.746,65.666,0.662,5.459
359954,10,25,12,0.536,0.752,0.676,6.53,62.18,0.662,5.459
359954,10,25,13,0.538,0.756,0.676,6.28,59.118,0.662,5.459
359954,10,25,14,0.539,0.752,0.689,6.111,56.353,0.662,5.459
359954,10,25,15,0.54,0.754,0.689,6.011,53.922,0.662,5.459
359954,10,25,16,0.54,0.752,0.689,5.912,51.774,0.662,5.459
359954,10,25,17,0.54,0.747,0.676,5.753,49.564,0.662,5.459
359954,10,25,18,0.541,0.749,0.676,5.658,47.968,0.662,5.459
359954,10,25,19,0.541,0.749,0.676,5.672,46.763,0.662,5.459
359954,10,25,20,0.542,0.747,0.689,5.564,45.12,0.662,5.459
359954,10,25,21,0.543,0.749,0.703,5.477,43.658,0.662,5.459
359954,10,25,22,0.544,0.749,0.703,5.437,42.724,0.662,5.459
359954,10,25,23,0.544,0.747,0.703,5.422,41.834,0.662,5.459
359954,10,25,24,0.544,0.749,0.703,5.429,41.105,0.662,5.459
359954,10,25,25,0.544,0.747,0.703,5.396,40.485,0.662,5.459
359954,10,25,26,0.545,0.743,0.703,5.345,39.944,0.662,5.459
359954,10,25,27,0.545,0.743,0.703,5.331,40.095,0.662,5.459
359954,10,25,28,0.546,0.745,0.703,5.375,42.906,0.662,5.459
359954,10,25,29,0.546,0.741,0.703,5.392,43.691,0.662,5.459
359954,10,25,30,0.546,0.741,0.703,5.339,43.107,0.662,5.459
359954,10,25,31,0.546,0.739,0.703,5.327,42.785,0.662,5.459
359954,10,25,32,0.546,0.741,0.703,5.349,42.651,0.662,5.459
359954,10,25,33,0.545,0.739,0.703,5.46,43.226,0.662,5.459
359954,10,25,34,0.544,0.739,0.703,5.626,44.022,0.662,5.459
359954,10,25,35,0.543,0.739,0.689,5.718,44.215,0.662,5.459
359954,10,25,36,0.544,0.739,0.689,5.694,43.948,0.662,5.459
359954,10,25,37,0.544,0.739,0.703,5.708,43.901,0.662,5.459
359954,10,25,38,0.544,0.739,0.689,5.657,43.512,0.662,5.459
359954,10,25,39,0.544,0.737,0.689,5.755,43.923,0.662,5.459
359954,10,25,40,0.543,0.737,0.689,5.78,44.101,0.662,5.459
359954,10,25,41,0.543,0.737,0.689,5.834,44.385,0.662,5.459
359954,10,25,42,0.542,0.735,0.676,5.878,44.703,0.662,5.459
359954,10,25,43,0.542,0.735,0.676,5.875,44.971,0.662,5.459
359954,10,25,44,0.542,0.737,0.676,5.93,45.451,0.662,5.459
359954,10,25,45,0.542,0.743,0.689,5.988,45.784,0.662,5.459
359954,10,25,46,0.542,0.741,0.676,6.048,46.772,0.662,5.459
359954,10,25,47,0.541,0.745,0.689,6.113,48.048,0.662,5.459
359954,10,25,48,0.541,0.745,0.689,6.121,48.853,0.662,5.459
359954,10,25,49,0.541,0.745,0.689,6.089,49.652,0.662,5.459
359954,5,1,0,0.461,0.524,0.514,7.442,79.044,0.635,5.596
359954,5,1,1,0.461,0.524,0.514,7.442,79.044,0.635,5.596
359954,5,1,2,0.457,0.51,0.5,7.651,72.146,0.635,5.596
359954,5,1,3,0.454,0.491,0.486,7.782,77.055,0.635,5.596
359954,5,1,4,0.452,0.482,0.486,7.98,75.815,0.635,5.596
359954,5,1,5,0.452,0.478,0.486,8.203,72.679,0.635,5.596
359954,5,1,6,0.451,0.48,0.486,8.153,77.856,0.635,5.596
359954,5,1,7,0.451,0.48,0.486,8.081,78.989,0.635,5.596
359954,5,1,8,0.451,0.478,0.486,7.879,75.499,0.635,5.596
359954,5,1,9,0.451,0.474,0.486,7.783,73.132,0.635,5.596
359954,5,1,10,0.452,0.474,0.486,7.759,72.46,0.635,5.596
359954,5,1,11,0.45,0.473,0.486,7.839,75.138,0.635,5.596
359954,5,1,12,0.448,0.469,0.486,7.894,81.526,0.635,5.596
359954,5,1,13,0.448,0.469,0.486,7.853,80.114,0.635,5.596
359954,5,1,14,0.448,0.469,0.486,7.773,84.126,0.635,5.596
359954,5,1,15,0.449,0.469,0.486,7.706,85.148,0.635,5.596
359954,5,1,16,0.447,0.469,0.486,7.727,82.014,0.635,5.596
359954,5,1,17,0.446,0.471,0.486,7.638,78.886,0.635,5.596
359954,5,1,18,0.446,0.469,0.486,7.517,76.383,0.635,5.596
359954,5,1,19,0.446,0.469,0.486,7.422,74.166,0.635,5.596
359954,5,1,20,0.445,0.469,0.486,7.382,71.905,0.635,5.596
359954,5,1,21,0.445,0.469,0.486,7.325,70.142,0.635,5.596
359954,5,1,22,0.445,0.469,0.486,7.325,68.498,0.635,5.596
359954,5,1,23,0.444,0.469,0.486,7.295,66.942,0.635,5.596
359954,5,1,24,0.444,0.467,0.486,7.287,65.446,0.635,5.596
359954,5,1,25,0.442,0.465,0.486,7.293,64.276,0.635,5.596
359954,5,1,26,0.442,0.465,0.486,7.341,63.191,0.635,5.596
359954,5,1,27,0.443,0.465,0.486,7.33,62.118,0.635,5.596
359954,5,1,28,0.442,0.465,0.486,7.327,60.949,0.635,5.596
359954,5,1,29,0.442,0.467,0.486,7.289,59.686,0.635,5.596
359954,5,1,30,0.442,0.467,0.486,7.272,58.525,0.635,5.596
359954,5,1,31,0.442,0.467,0.486,7.258,57.655,0.635,5.596
359954,5,1,32,0.442,0.463,0.486,7.267,56.668,0.635,5.596
359954,5,1,33,0.442,0.463,0.486,7.279,55.944,0.635,5.596
359954,5,1,34,0.442,0.463,0.486,7.236,55.039,0.635,5.596
359954,5,1,35,0.442,0.463,0.486,7.203,54.087,0.635,5.596
359954,5,1,36,0.442,0.463,0.486,7.204,53.64,0.635,5.596
359954,5,1,37,0.442,0.463,0.486,7.216,53.068,0.635,5.596
359954,5,1,38,0.442,0.465,0.486,7.254,52.763,0.635,5.596
359954,5,1,39,0.442,0.467,0.486,7.26,52.389,0.635,5.596
359954,5,1,40,0.442,0.465,0.486,7.265,52.18,0.635,5.596
359954,5,1,41,0.442,0.467,0.486,7.308,53.035,0.635,5.596
359954,5,1,42,0.443,0.467,0.486,7.321,53.135,0.635,5.596
359954,5,1,43,0.443,0.467,0.486,7.301,52.805,0.635,5.596
359954,5,1,44,0.443,0.467,0.486,7.311,52.398,0.635,5.596
359954,5,1,45,0.444,0.467,0.486,7.317,51.921,0.635,5.596
359954,5,1,46,0.444,0.467,0.486,7.322,51.644,0.635,5.596
359954,5,1,47,0.444,0.467,0.486,7.317,51.229,0.635,5.596
359954,5,1,48,0.444,0.467,0.486,7.317,50.714,0.635,5.596
359954,5,1,49,0.445,0.467,0.486,7.288,50.167,0.635,5.596
2073,17,10,0,0.475,0.601,0.638,7.806,161.009,0.691,6.697
2073,17,10,1,0.475,0.601,0.638,7.806,161.009,0.691,6.697
2073,17,10,2,0.489,0.608,0.658,7.618,158.68,0.691,6.697
2073,17,10,3,0.497,0.612,0.658,7.529,156.201,0.691,6.697
2073,17,10,4,0.502,0.611,0.664,7.431,143.17,0.691,6.697
2073,17,10,5,0.505,0.612,0.664,7.128,132.315,0.691,6.697
2073,17,10,6,0.508,0.611,0.658,7.035,125.609,0.691,6.697
2073,17,10,7,0.511,0.615,0.658,6.937,124.547,0.691,6.697
2073,17,10,8,0.512,0.616,0.658,7.192,128.819,0.691,6.697
2073,17,10,9,0.515,0.616,0.658,7.224,135.4,0.691,6.697
2073,17,10,10,0.515,0.614,0.658,7.123,135.612,0.691,6.697
2073,17,10,11,0.514,0.609,0.658,7.048,134.043,0.691,6.697
2073,17,10,12,0.515,0.604,0.658,6.87,132.95,0.691,6.697
2073,17,10,13,0.517,0.606,0.664,6.886,142.188,0.691,6.697
2073,17,10,14,0.519,0.605,0.664,6.581,134.86,0.691,6.697
2073,17,10,15,0.52,0.606,0.664,6.323,128.898,0.691,6.697
2073,17,10,16,0.52,0.607,0.664,6.091,123.686,0.691,6.697
2073,17,10,17,0.52,0.606,0.664,5.908,119.355,0.691,6.697
2073,17,10,18,0.521,0.606,0.664,5.707,114.727,0.691,6.697
2073,17,10,19,0.521,0.605,0.664,5.577,111.104,0.691,6.697
2073,17,10,20,0.521,0.605,0.664,5.452,107.993,0.691,6.697
2073,17,10,21,0.52,0.603,0.664,5.361,105.591,0.691,6.697
2073,17,10,22,0.52,0.603,0.658,5.244,103.059,0.691,6.697
2073,17,10,23,0.52,0.603,0.658,5.17,101.262,0.691,6.697
2073,17,10,24,0.521,0.604,0.658,5.08,99.909,0.691,6.697
2073,17,10,25,0.521,0.603,0.658,4.987,99.124,0.691,6.697
2073,17,10,26,0.521,0.603,0.658,4.886,97.771,0.691,6.697
2073,17,10,27,0.522,0.603,0.658,4.768,96.487,0.691,6.697
2073,17,10,28,0.522,0.603,0.658,4.664,95.281,0.691,6.697
2073,17,10,29,0.523,0.603,0.658,4.585,94.048,0.691,6.697
2073,17,10,30,0.524,0.604,0.658,4.534,94.211,0.691,6.697
2073,17,10,31,0.524,0.605,0.651,4.503,95.008,0.691,6.697
2073,17,10,32,0.524,0.604,0.651,4.469,93.828,0.691,6.697
2073,17,10,33,0.525,0.605,0.651,4.465,93.054,0.691,6.697
2073,17,10,34,0.525,0.605,0.651,4.416,91.466,0.691,6.697
2073,17,10,35,0.525,0.604,0.651,4.403,90.946,0.691,6.697
2073,17,10,36,0.525,0.605,0.651,4.377,90.429,0.691,6.697
2073,17,10,37,0.525,0.604,0.651,4.36,89.879,0.691,6.697
2073,17,10,38,0.526,0.605,0.651,4.338,89.913,0.691,6.697
2073,17,10,39,0.526,0.605,0.651,4.292,90.273,0.691,6.697
2073,17,10,40,0.526,0.605,0.651,4.254,90.227,0.691,6.697
2073,17,10,41,0.527,0.605,0.651,4.204,90.049,0.691,6.697
2073,17,10,42,0.527,0.605,0.651,4.144,89.026,0.691,6.697
2073,17,10,43,0.527,0.606,0.651,4.083,87.772,0.691,6.697
2073,17,10,44,0.527,0.606,0.651,4.053,86.896,0.691,6.697
2073,17,10,45,0.527,0.606,0.651,3.995,85.97,0.691,6.697
2073,17,10,46,0.527,0.605,0.651,3.957,84.998,0.691,6.697
2073,17,10,47,0.528,0.607,0.644,3.912,84.053,0.691,6.697
2073,17,10,48,0.528,0.608,0.644,3.86,82.996,0.691,6.697
2073,17,10,49,0.528,0.609,0.644,3.831,82.21,0.691,6.697
190146,8,50,0,0.587,0.74,0.718,5.498,42.974,0.776,4.639
190146,8,50,1,0.587,0.74,0.718,5.498,42.974,0.776,4.639
190146,8,50,2,0.608,0.742,0.729,4.256,35.089,0.776,4.639
190146,8,50,3,0.621,0.747,0.729,3.958,41.78,0.776,4.639
190146,8,50,4,0.631,0.758,0.741,5.782,87.584,0.776,4.639
190146,8,50,5,0.637,0.785,0.753,8.206,165.343,0.776,4.639
190146,8,50,6,0.643,0.817,0.753,9.442,221.25,0.776,4.639
190146,8,50,7,0.647,0.832,0.741,9.799,256.386,0.776,4.639
190146,8,50,8,0.65,0.84,0.729,9.704,261.812,0.776,4.639
190146,8,50,9,0.652,0.847,0.729,9.526,256.963,0.776,4.639
190146,8,50,10,0.655,0.859,0.729,9.317,260.313,0.776,4.639
190146,8,50,11,0.657,0.868,0.753,9.14,281.694,0.776,4.639
190146,8,50,12,0.659,0.872,0.753,9.014,287.924,0.776,4.639
190146,8,50,13,0.66,0.873,0.753,8.763,294.493,0.776,4.639
190146,8,50,14,0.661,0.87,0.753,8.546,286.457,0.776,4.639
190146,8,50,15,0.661,0.868,0.741,8.301,278.068,0.776,4.639
190146,8,50,16,0.662,0.868,0.741,8.064,271.749,0.776,4.639
190146,8,50,17,0.663,0.872,0.741,7.821,269.688,0.776,4.639
190146,8,50,18,0.663,0.875,0.741,7.544,264.351,0.776,4.639
190146,8,50,19,0.663,0.878,0.741,7.291,260.113,0.776,4.639
190146,8,50,20,0.664,0.88,0.753,7.022,255.597,0.776,4.639
190146,8,50,21,0.664,0.88,0.753,6.763,246.848,0.776,4.639
190146,8,50,22,0.665,0.875,0.753,6.501,239.879,0.776,4.639
190146,8,50,23,0.665,0.873,0.753,6.299,233.597,0.776,4.639
190146,8,50,24,0.665,0.875,0.753,6.072,227.97,0.776,4.639
190146,8,50,25,0.665,0.875,0.753,5.888,224.507,0.776,4.639
190146,8,50,26,0.665,0.873,0.753,5.81,221.291,0.776,4.639
190146,8,50,27,0.666,0.873,0.753,5.722,219.108,0.776,4.639
190146,8,50,28,0.665,0.873,0.753,5.759,218.507,0.776,4.639
190146,8,50,29,0.666,0.873,0.753,5.619,215.972,0.776,4.639
190146,8,50,30,0.665,0.873,0.753,5.519,214.203,0.776,4.639
190146,8,50,31,0.665,0.872,0.753,5.434,211.582,0.776,4.639
190146,8,50,32,0.665,0.873,0.753,5.369,209.533,0.776,4.639
190146,8,50,33,0.665,0.872,0.753,5.273,206.558,0.776,4.639
190146,8,50,34,0.665,0.872,0.753,5.183,205.06,0.776,4.639
190146,8,50,35,0.665,0.872,0.753,5.094,203.377,0.776,4.639
190146,8,50,36,0.666,0.87,0.753,4.993,202.119,0.776,4.639
190146,8,50,37,0.666,0.87,0.753,4.941,200.009,0.776,4.639
190146,8,50,38,0.665,0.87,0.753,4.919,198.203,0.776,4.639
190146,8,50,39,0.665,0.872,0.753,4.817,195.457,0.776,4.639
190146,8,50,40,0.665,0.872,0.753,4.747,193.234,0.776,4.639
190146,8,50,41,0.666,0.872,0.753,4.671,191.211,0.776,4.639
190146,8,50,42,0.665,0.872,0.753,4.676,190.112,0.776,4.639
190146,8,50,43,0.665,0.875,0.753,4.647,188.237,0.776,4.639
190146,8,50,44,0.665,0.878,0.753,4.584,187.111,0.776,4.639
190146,8,50,45,0.665,0.878,0.753,4.534,185.397,0.776,4.639
190146,8,50,46,0.665,0.878,0.753,4.528,187.265,0.776,4.639
190146,8,50,47,0.665,0.878,0.753,4.52,186.942,0.776,4.639
190146,8,50,48,0.665,0.877,0.753,4.458,185.164,0.776,4.639
190146,8,50,49,0.665,0.877,0.753,4.405,183.531,0.776,4.639
2073,15,1,0,0.468,0.596,0.651,8.77,184.734,0.691,7.596
2073,15,1,1,0.468,0.596,0.651,8.77,184.734,0.691,7.596
2073,15,1,2,0.472,0.597,0.638,9.093,214.299,0.691,7.596
2073,15,1,3,0.472,0.6,0.638,10.016,223.467,0.691,7.596
2073,15,1,4,0.471,0.597,0.644,10.352,234.957,0.691,7.596
2073,15,1,5,0.469,0.602,0.638,10.762,245.113,0.691,7.596
2073,15,1,6,0.467,0.602,0.638,10.97,244.189,0.691,7.596
2073,15,1,7,0.468,0.602,0.638,10.995,235.918,0.691,7.596
2073,15,1,8,0.466,0.598,0.644,11.068,228.113,0.691,7.596
2073,15,1,9,0.466,0.599,0.631,11.199,219.825,0.691,7.596
2073,15,1,10,0.466,0.6,0.631,11.303,213.859,0.691,7.596
2073,15,1,11,0.467,0.599,0.631,11.243,205.712,0.691,7.596
2073,15,1,12,0.469,0.599,0.638,11.288,199.56,0.691,7.596
2073,15,1,13,0.47,0.599,0.631,11.256,193.401,0.691,7.596
2073,15,1,14,0.471,0.603,0.631,11.107,188.321,0.691,7.596
2073,15,1,15,0.472,0.606,0.644,11.015,184.962,0.691,7.596
2073,15,1,16,0.472,0.604,0.644,10.922,181.574,0.691,7.596
2073,15,1,17,0.471,0.603,0.631,10.805,179.083,0.691,7.596
2073,15,1,18,0.472,0.605,0.631,10.759,177.533,0.691,7.596
2073,15,1,19,0.473,0.606,0.638,10.679,176.521,0.691,7.596
2073,15,1,20,0.472,0.605,0.638,10.666,177.862,0.691,7.596
2073,15,1,21,0.473,0.604,0.638,10.627,179.215,0.691,7.596
2073,15,1,22,0.473,0.604,0.638,10.574,186.426,0.691,7.596
2073,15,1,23,0.473,0.604,0.638,10.597,186.484,0.691,7.596
2073,15,1,24,0.473,0.605,0.631,10.596,191.193,0.691,7.596
2073,15,1,25,0.473,0.604,0.631,10.585,193.248,0.691,7.596
2073,15,1,26,0.473,0.607,0.631,10.595,194.739,0.691,7.596
2073,15,1,27,0.473,0.607,0.631,10.521,198.43,0.691,7.596
2073,15,1,28,0.473,0.608,0.638,10.442,199.479,0.691,7.596
2073,15,1,29,0.473,0.607,0.631,10.418,203.965,0.691,7.596
2073,15,1,30,0.472,0.606,0.631,10.436,219.435,0.691,7.596
2073,15,1,31,0.473,0.608,0.638,10.412,226.668,0.691,7.596
2073,15,1,32,0.472,0.607,0.638,10.484,228.049,0.691,7.596
2073,15,1,33,0.472,0.607,0.638,10.479,227.206,0.691,7.596
2073,15,1,34,0.472,0.605,0.638,10.445,226.939,0.691,7.596
2073,15,1,35,0.472,0.606,0.638,10.393,226.965,0.691,7.596
2073,15,1,36,0.471,0.607,0.638,10.365,225.697,0.691,7.596
2073,15,1,37,0.471,0.607,0.638,10.356,229.854,0.691,7.596
2073,15,1,38,0.471,0.604,0.638,10.369,235.337,0.691,7.596
2073,15,1,39,0.471,0.606,0.638,10.373,239.419,0.691,7.596
2073,15,1,40,0.471,0.607,0.638,10.402,241.9,0.691,7.596
2073,15,1,41,0.471,0.608,0.638,10.431,244.805,0.691,7.596
2073,15,1,42,0.471,0.606,0.638,10.452,245.424,0.691,7.596
2073,15,1,43,0.47,0.606,0.631,10.407,244.467,0.691,7.596
2073,15,1,44,0.47,0.604,0.631,10.433,242.765,0.691,7.596
2073,15,1,45,0.47,0.604,0.631,10.411,240.648,0.691,7.596
2073,15,1,46,0.47,0.605,0.638,10.417,238.684,0.691,7.596
2073,15,1,47,0.47,0.606,0.631,10.404,236.506,0.691,7.596
2073,15,1,48,0.471,0.604,0.631,10.403,235.233,0.691,7.596
2073,15,1,49,0.471,0.606,0.631,10.347,234.235,0.691,7.596
2073,11,100,0,0.454,0.6,0.591,10.872,522.568,0.671,6.242
2073,11,100,1,0.454,0.6,0.591,10.872,522.568,0.671,6.242
2073,11,100,2,0.478,0.625,0.624,11.763,454.003,0.671,6.242
2073,11,100,3,0.497,0.64,0.651,11.794,353.983,0.671,6.242
2073,11,100,4,0.509,0.647,0.651,11.28,293.454,0.671,6.242
2073,11,100,5,0.515,0.647,0.651,10.865,259.161,0.671,6.242
2073,11,100,6,0.521,0.642,0.651,9.907,227.903,0.671,6.242
2073,11,100,7,0.522,0.64,0.644,9.416,208.18,0.671,6.242
2073,11,100,8,0.526,0.643,0.638,8.818,189.753,0.671,6.242
2073,11,100,9,0.527,0.643,0.638,8.654,181.957,0.671,6.242
2073,11,100,10,0.529,0.644,0.644,8.518,172.901,0.671,6.242
2073,11,100,11,0.531,0.643,0.638,8.135,161.472,0.671,6.242
2073,11,100,12,0.533,0.641,0.624,7.857,153.232,0.671,6.242
2073,11,100,13,0.533,0.641,0.624,7.566,145.944,0.671,6.242
2073,11,100,14,0.534,0.64,0.638,7.385,138.503,0.671,6.242
2073,11,100,15,0.534,0.64,0.631,7.401,134.185,0.671,6.242
2073,11,100,16,0.535,0.642,0.631,7.347,130.768,0.671,6.242
2073,11,100,17,0.536,0.64,0.631,7.193,127.333,0.671,6.242
2073,11,100,18,0.536,0.638,0.631,7.052,123.486,0.671,6.242
2073,11,100,19,0.537,0.636,0.631,6.998,126.326,0.671,6.242
2073,11,100,20,0.538,0.64,0.631,6.828,127.449,0.671,6.242
2073,11,100,21,0.538,0.64,0.631,6.663,126.542,0.671,6.242
2073,11,100,22,0.538,0.64,0.631,6.576,125.048,0.671,6.242
2073,11,100,23,0.537,0.641,0.638,6.475,122.513,0.671,6.242
2073,11,100,24,0.538,0.642,0.644,6.248,120.974,0.671,6.242
2073,11,100,25,0.539,0.643,0.644,6.07,119.396,0.671,6.242
2073,11,100,26,0.539,0.642,0.651,5.976,116.429,0.671,6.242
2073,11,100,27,0.539,0.642,0.651,5.994,115.063,0.671,6.242
2073,11,100,28,0.539,0.641,0.651,6.057,113.544,0.671,6.242
2073,11,100,29,0.539,0.641,0.651,6.12,112.041,0.671,6.242
2073,11,100,30,0.539,0.642,0.651,6.125,110.625,0.671,6.242
2073,11,100,31,0.538,0.641,0.651,6.299,112.329,0.671,6.242
2073,11,100,32,0.537,0.642,0.644,6.481,112.955,0.671,6.242
2073,11,100,33,0.536,0.637,0.644,6.806,115.879,0.671,6.242
2073,11,100,34,0.536,0.637,0.644,7.031,116.744,0.671,6.242
2073,11,100,35,0.537,0.638,0.644,7.037,115.504,0.671,6.242
2073,11,100,36,0.537,0.637,0.644,7.04,114.092,0.671,6.242
2073,11,100,37,0.538,0.637,0.644,7.088,113.715,0.671,6.242
2073,11,100,38,0.538,0.639,0.644,7.113,113.373,0.671,6.242
2073,11,100,39,0.538,0.637,0.644,7.149,112.928,0.671,6.242
2073,11,100,40,0.539,0.637,0.644,7.034,111.416,0.671,6.242
2073,11,100,41,0.539,0.637,0.638,6.975,111.378,0.671,6.242
2073,11,100,42,0.539,0.635,0.638,6.925,110.565,0.671,6.242
2073,11,100,43,0.539,0.634,0.638,6.914,110.955,0.671,6.242
2073,11,100,44,0.539,0.635,0.638,6.866,112.52,0.671,6.242
2073,11,100,45,0.538,0.636,0.638,6.815,113.611,0.671,6.242
2073,11,100,46,0.538,0.636,0.638,6.729,114.279,0.671,6.242
2073,11,100,47,0.537,0.637,0.638,6.708,114.984,0.671,6.242
2073,11,100,48,0.537,0.637,0.638,6.586,113.314,0.671,6.242
2073,11,100,49,0.538,0.635,0.638,6.492,111.908,0.671,6.242
359959,11,10,0,0.45,0.427,0.426,5.116,51.673,0.527,2.615
359959,11,10,1,0.45,0.427,0.426,5.116,51.673,0.527,2.615
