run_id,run_num,tournament_k,generation,avg_tree_test_acc,ensemble_test_acc,height_var,height_mean,height_median,leaves_var,leaves_mean,leaves_median,RF_baseline,RF_height_var,RF_height_mean,RF_height_median,RF_leaves_var,RF_leaves_mean,RF_leaves_median,RF_avg,avg_default_params
168911,17,10,35,0.769,0.802,23.257,7.573,5.0,2378.922,32.605,9.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.76
168911,17,10,36,0.769,0.806,23.157,7.581,5.0,2354.503,32.485,9.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.74
168911,17,10,37,0.769,0.807,23.167,7.609,6.0,2350.917,32.547,9.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.82
168911,17,10,38,0.769,0.809,23.195,7.636,6.0,2335.861,32.581,10.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,39,0.768,0.807,23.165,7.658,6.0,2308.368,32.532,10.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.87
168911,17,10,40,0.768,0.806,23.205,7.686,6.0,2288.607,32.566,11.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.84
168911,17,10,41,0.768,0.806,23.254,7.711,6.0,2290.35,32.639,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,42,0.768,0.807,23.039,7.706,6.0,2262.267,32.438,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.82
168911,17,10,43,0.768,0.807,23.003,7.718,6.0,2239.911,32.368,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,44,0.768,0.807,22.819,7.714,6.0,2206.815,32.164,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.82
168911,17,10,45,0.768,0.807,22.688,7.714,6.0,2176.456,31.992,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.88
168911,17,10,46,0.768,0.806,22.558,7.72,6.0,2148.787,31.859,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.84
168911,17,10,47,0.768,0.806,22.542,7.737,6.0,2125.3,31.794,12.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.83
168911,17,10,48,0.767,0.806,22.408,7.737,6.0,2099.264,31.658,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.81
168911,17,10,49,0.767,0.806,22.326,7.748,6.0,2071.904,31.547,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.78
168911,17,10,50,0.767,0.804,22.234,7.744,6.0,2045.093,31.367,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.91
168911,17,10,51,0.767,0.802,22.147,7.754,6.0,2024.167,31.308,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,52,0.767,0.804,21.944,7.748,6.0,2000.135,31.146,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,53,0.767,0.802,21.914,7.765,6.0,1978.353,31.099,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,54,0.767,0.802,21.797,7.768,6.0,1957.816,31.017,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.8
168911,17,10,55,0.767,0.802,21.771,7.779,6.0,1943.316,30.998,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.83
168911,17,10,56,0.767,0.804,21.652,7.778,6.0,1920.88,30.846,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.73
168911,17,10,57,0.767,0.802,21.468,7.771,6.0,1896.24,30.65,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.85
168911,17,10,58,0.767,0.802,21.276,7.784,6.0,1871.743,30.584,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,59,0.767,0.801,21.063,7.794,6.0,1847.423,30.504,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.89
168911,17,10,60,0.767,0.801,20.886,7.808,6.0,1824.621,30.409,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.87
168911,17,10,61,0.767,0.802,20.738,7.826,6.0,1803.193,30.333,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.82
168911,17,10,62,0.767,0.804,20.679,7.847,6.0,1785.287,30.308,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.81
168911,17,10,63,0.767,0.806,20.498,7.857,6.0,1764.417,30.192,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.86
168911,17,10,64,0.766,0.806,20.415,7.88,6.0,1744.656,30.135,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.85
168911,17,10,65,0.766,0.806,20.397,7.907,6.0,1728.642,30.139,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.8
168911,17,10,66,0.766,0.806,20.372,7.925,6.0,1711.961,30.097,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.84
168911,17,10,67,0.766,0.806,20.345,7.949,6.0,1695.978,30.083,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.9
168911,17,10,68,0.766,0.806,20.216,7.964,6.0,1679.472,30.036,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.82
168911,17,10,69,0.766,0.809,20.163,7.986,6.0,1662.772,30.023,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.79
168911,17,10,70,0.766,0.804,20.104,8.001,6.0,1647.225,29.973,13.0,0.806,7.011,21.99,22.0,183.933,304.63,305.0,0.717,0.81
