run_id,run_num,tournament_k,generation,avg_tree_test_acc,ensemble_test_acc,height_var,height_mean,height_median,leaves_var,leaves_mean,leaves_median,RF_baseline,RF_height_var,RF_height_mean,RF_height_median,RF_leaves_var,RF_leaves_mean,RF_leaves_median,RF_avg
168757,19,2,0,0.657,0.775,3.912,17.78,18.0,123.938,156.11,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,1,0.656,0.76,4.734,17.84,18.0,111.588,156.05,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,2,0.654,0.77,4.804,17.77,18.0,105.288,155.72,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,3,0.655,0.765,4.659,17.66,17.0,109.458,155.87,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,4,0.655,0.775,4.7,17.636,17.0,106.488,155.98,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,5,0.655,0.785,4.57,17.642,17.0,104.446,156.103,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,6,0.656,0.79,4.567,17.596,17.0,103.244,155.843,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,7,0.657,0.785,4.607,17.591,17.0,100.244,155.709,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,8,0.656,0.78,4.597,17.544,17.0,97.983,155.504,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,9,0.657,0.78,4.543,17.552,17.0,97.588,155.291,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,10,0.657,0.775,4.546,17.543,17.0,97.667,155.241,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,11,0.657,0.78,4.591,17.578,17.0,98.058,155.295,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,12,0.657,0.78,4.58,17.591,17.0,96.6,155.356,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,13,0.657,0.78,4.577,17.596,17.0,96.571,155.314,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,14,0.657,0.775,4.564,17.591,17.0,96.347,155.262,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
