run_id,run_num,tournament_k,generation,avg_tree_test_acc,ensemble_test_acc,height_var,height_mean,height_median,leaves_var,leaves_mean,leaves_median,RF_baseline,RF_height_var,RF_height_mean,RF_height_median,RF_leaves_var,RF_leaves_mean,RF_leaves_median,RF_avg
168757,19,2,0,0.657,0.775,3.912,17.78,18.0,123.938,156.11,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,1,0.656,0.795,3.998,17.65,17.0,105.142,156.74,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,2,0.655,0.79,3.91,17.517,17.0,100.595,156.313,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,3,0.655,0.78,4.408,17.585,17.0,100.951,156.362,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,4,0.655,0.78,4.534,17.61,17.0,98.704,156.0,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,5,0.655,0.78,4.532,17.635,17.0,102.702,155.797,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,6,0.655,0.785,4.651,17.639,17.0,102.82,155.674,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,7,0.656,0.78,4.632,17.651,17.0,98.466,155.562,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,8,0.656,0.79,4.662,17.646,17.0,99.125,155.48,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,9,0.656,0.78,4.533,17.622,17.0,99.056,155.515,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,10,0.656,0.775,4.575,17.599,17.0,97.863,155.342,155.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
168757,19,2,11,0.656,0.775,4.57,17.617,17.0,99.076,155.53,156.0,0.79,4.682,17.634,17.0,101.519,155.799,156.0,0.669
