run_id,run_num,tournament_k,generation,avg_tree_test_acc,ensemble_test_acc,height_var,leaves_var,RF_baseline,RF_height,RF_leaves,RF_avg
168784,0,2,35,0.655,0.764,23.062,3978.109,0.815,3.687,143.627,0.63
168784,0,2,36,0.655,0.769,23.148,4005.02,0.815,3.687,143.627,0.63
168784,0,2,37,0.655,0.769,23.133,4025.559,0.815,3.687,143.627,0.63
168784,0,2,38,0.656,0.769,23.168,4046.633,0.815,3.687,143.627,0.63
168784,0,2,39,0.656,0.774,23.267,4045.894,0.815,3.687,143.627,0.63
168784,0,2,40,0.656,0.769,23.258,4051.543,0.815,3.687,143.627,0.63
168784,0,2,41,0.656,0.774,23.139,4040.797,0.815,3.687,143.627,0.63
168784,0,2,42,0.656,0.774,23.082,4032.996,0.815,3.687,143.627,0.63
168784,0,2,43,0.656,0.769,23.088,4026.245,0.815,3.687,143.627,0.63
168784,0,2,44,0.656,0.769,23.091,4006.174,0.815,3.687,143.627,0.63
168784,0,2,45,0.656,0.769,23.094,4018.398,0.815,3.687,143.627,0.63
168784,0,2,46,0.656,0.769,23.112,4030.525,0.815,3.687,143.627,0.63
168784,0,2,47,0.657,0.774,23.115,4043.255,0.815,3.687,143.627,0.63
168784,0,2,48,0.657,0.779,23.109,4033.582,0.815,3.687,143.627,0.63
168784,0,2,49,0.657,0.774,23.155,4029.082,0.815,3.687,143.627,0.63
2073,1,10,0,0.515,0.638,45.273,7340.59,0.664,6.922,185.799,0.464
2073,1,10,1,0.515,0.638,45.273,7340.59,0.664,6.922,185.799,0.464
2073,1,10,2,0.522,0.638,45.467,7841.773,0.664,6.922,185.799,0.464
2073,1,10,3,0.528,0.644,44.138,8024.595,0.664,6.922,185.799,0.464
2073,1,10,4,0.529,0.624,43.042,8330.274,0.664,6.922,185.799,0.464
2073,1,10,5,0.53,0.631,42.184,8665.117,0.664,6.922,185.799,0.464
2073,1,10,6,0.531,0.617,41.147,8552.633,0.664,6.922,185.799,0.464
2073,1,10,7,0.532,0.624,40.853,8517.562,0.664,6.922,185.799,0.464
2073,1,10,8,0.534,0.624,40.35,8275.827,0.664,6.922,185.799,0.464
2073,1,10,9,0.534,0.624,40.408,8389.611,0.664,6.922,185.799,0.464
2073,1,10,10,0.534,0.624,40.403,8443.797,0.664,6.922,185.799,0.464
2073,1,10,11,0.535,0.631,40.518,8554.458,0.664,6.922,185.799,0.464
2073,1,10,12,0.537,0.631,39.729,8405.65,0.664,6.922,185.799,0.464
2073,1,10,13,0.537,0.631,39.514,8324.943,0.664,6.922,185.799,0.464
2073,1,10,14,0.537,0.631,39.099,8216.614,0.664,6.922,185.799,0.464
2073,1,10,15,0.538,0.638,38.915,8300.756,0.664,6.922,185.799,0.464
2073,1,10,16,0.538,0.638,38.949,8391.165,0.664,6.922,185.799,0.464
2073,1,10,17,0.538,0.638,38.509,8378.277,0.664,6.922,185.799,0.464
2073,1,10,18,0.538,0.638,38.302,8340.079,0.664,6.922,185.799,0.464
2073,1,10,19,0.539,0.638,38.098,8273.478,0.664,6.922,185.799,0.464
2073,1,10,20,0.539,0.638,38.02,8341.705,0.664,6.922,185.799,0.464
2073,1,10,21,0.539,0.644,37.568,8318.986,0.664,6.922,185.799,0.464
2073,1,10,22,0.54,0.638,37.435,8280.916,0.664,6.922,185.799,0.464
2073,1,10,23,0.54,0.638,37.3,8301.429,0.664,6.922,185.799,0.464
2073,1,10,24,0.54,0.638,37.148,8386.67,0.664,6.922,185.799,0.464
2073,1,10,25,0.54,0.638,37.133,8364.408,0.664,6.922,185.799,0.464
2073,1,10,26,0.54,0.644,37.405,8412.438,0.664,6.922,185.799,0.464
2073,1,10,27,0.54,0.644,37.377,8456.876,0.664,6.922,185.799,0.464
2073,1,10,28,0.54,0.644,37.408,8473.043,0.664,6.922,185.799,0.464
2073,1,10,29,0.54,0.644,37.168,8459.16,0.664,6.922,185.799,0.464
2073,1,10,30,0.54,0.644,37.127,8425.937,0.664,6.922,185.799,0.464
2073,1,10,31,0.54,0.644,37.032,8446.33,0.664,6.922,185.799,0.464
2073,1,10,32,0.54,0.644,36.865,8413.947,0.664,6.922,185.799,0.464
2073,1,10,33,0.541,0.644,36.728,8386.851,0.664,6.922,185.799,0.464
2073,1,10,34,0.541,0.644,36.782,8364.01,0.664,6.922,185.799,0.464
2073,1,10,35,0.541,0.644,36.749,8368.535,0.664,6.922,185.799,0.464
2073,1,10,36,0.541,0.644,36.677,8317.36,0.664,6.922,185.799,0.464
2073,1,10,37,0.541,0.644,36.884,8428.835,0.664,6.922,185.799,0.464
2073,1,10,38,0.541,0.644,36.785,8388.264,0.664,6.922,185.799,0.464
2073,1,10,39,0.541,0.644,37.001,8407.534,0.664,6.922,185.799,0.464
2073,1,10,40,0.541,0.644,37.024,8370.793,0.664,6.922,185.799,0.464
2073,1,10,41,0.541,0.644,36.973,8407.305,0.664,6.922,185.799,0.464
2073,1,10,42,0.541,0.644,37.008,8372.541,0.664,6.922,185.799,0.464
2073,1,10,43,0.54,0.644,37.087,8380.455,0.664,6.922,185.799,0.464
2073,1,10,44,0.541,0.644,37.116,8370.442,0.664,6.922,185.799,0.464
2073,1,10,45,0.541,0.644,37.136,8351.985,0.664,6.922,185.799,0.464
2073,1,10,46,0.54,0.644,37.091,8329.69,0.664,6.922,185.799,0.464
2073,1,10,47,0.541,0.644,37.196,8350.72,0.664,6.922,185.799,0.464
2073,1,10,48,0.54,0.644,37.201,8344.167,0.664,6.922,185.799,0.464
2073,1,10,49,0.541,0.644,37.418,8390.312,0.664,6.922,185.799,0.464
359954,11,25,0,0.552,0.662,19.97,2031.35,0.676,5.784,117.372,0.518
359954,11,25,1,0.552,0.662,19.97,2031.35,0.676,5.784,117.372,0.518
359954,11,25,2,0.548,0.622,20.1,2005.011,0.676,5.784,117.372,0.518
359954,11,25,3,0.544,0.622,20.297,1979.301,0.676,5.784,117.372,0.518
359954,11,25,4,0.541,0.595,20.28,2042.728,0.676,5.784,117.372,0.518
359954,11,25,5,0.54,0.608,20.129,2108.209,0.676,5.784,117.372,0.518
359954,11,25,6,0.538,0.608,19.912,2128.776,0.676,5.784,117.372,0.518
359954,11,25,7,0.537,0.608,19.341,2006.107,0.676,5.784,117.372,0.518
359954,11,25,8,0.536,0.608,20.016,1982.449,0.676,5.784,117.372,0.518
359954,11,25,9,0.536,0.608,20.031,2004.457,0.676,5.784,117.372,0.518
359954,11,25,10,0.536,0.622,19.762,1982.157,0.676,5.784,117.372,0.518
359954,11,25,11,0.537,0.622,19.844,1975.857,0.676,5.784,117.372,0.518
359954,11,25,12,0.536,0.622,19.939,1979.221,0.676,5.784,117.372,0.518
359954,11,25,13,0.535,0.622,19.992,1976.486,0.676,5.784,117.372,0.518
359954,11,25,14,0.536,0.622,19.858,1941.401,0.676,5.784,117.372,0.518
359954,11,25,15,0.537,0.622,19.862,1950.081,0.676,5.784,117.372,0.518
359954,11,25,16,0.537,0.622,19.46,1922.822,0.676,5.784,117.372,0.518
359954,11,25,17,0.538,0.622,19.227,1892.85,0.676,5.784,117.372,0.518
359954,11,25,18,0.538,0.622,19.217,1894.93,0.676,5.784,117.372,0.518
359954,11,25,19,0.538,0.622,19.4,1912.565,0.676,5.784,117.372,0.518
359954,11,25,20,0.538,0.622,19.367,1917.027,0.676,5.784,117.372,0.518
359954,11,25,21,0.539,0.622,19.352,1910.05,0.676,5.784,117.372,0.518
359954,11,25,22,0.539,0.622,19.589,1926.534,0.676,5.784,117.372,0.518
359954,11,25,23,0.539,0.622,19.528,1914.687,0.676,5.784,117.372,0.518
359954,11,25,24,0.539,0.622,19.471,1907.877,0.676,5.784,117.372,0.518
359954,11,25,25,0.539,0.608,19.547,1894.227,0.676,5.784,117.372,0.518
359954,11,25,26,0.539,0.608,19.565,1895.722,0.676,5.784,117.372,0.518
359954,11,25,27,0.539,0.622,19.565,1901.195,0.676,5.784,117.372,0.518
359954,11,25,28,0.539,0.622,19.563,1906.203,0.676,5.784,117.372,0.518
359954,11,25,29,0.538,0.622,19.667,1906.802,0.676,5.784,117.372,0.518
359954,11,25,30,0.539,0.622,19.7,1905.459,0.676,5.784,117.372,0.518
359954,11,25,31,0.538,0.622,19.705,1919.319,0.676,5.784,117.372,0.518
359954,11,25,32,0.538,0.622,19.708,1923.49,0.676,5.784,117.372,0.518
359954,11,25,33,0.538,0.622,19.771,1926.481,0.676,5.784,117.372,0.518
359954,11,25,34,0.538,0.622,19.851,1934.234,0.676,5.784,117.372,0.518
359954,11,25,35,0.538,0.622,19.851,1942.057,0.676,5.784,117.372,0.518
359954,11,25,36,0.538,0.635,19.859,1935.089,0.676,5.784,117.372,0.518
359954,11,25,37,0.538,0.635,19.998,1956.628,0.676,5.784,117.372,0.518
359954,11,25,38,0.538,0.622,19.953,1943.418,0.676,5.784,117.372,0.518
359954,11,25,39,0.538,0.622,19.891,1935.228,0.676,5.784,117.372,0.518
359954,11,25,40,0.539,0.622,19.904,1939.31,0.676,5.784,117.372,0.518
359954,11,25,41,0.539,0.622,19.902,1930.524,0.676,5.784,117.372,0.518
359954,11,25,42,0.539,0.622,19.986,1954.764,0.676,5.784,117.372,0.518
359954,11,25,43,0.538,0.622,20.027,1948.715,0.676,5.784,117.372,0.518
359954,11,25,44,0.538,0.622,20.103,1949.119,0.676,5.784,117.372,0.518
359954,11,25,45,0.538,0.622,20.2,1955.87,0.676,5.784,117.372,0.518
359954,11,25,46,0.538,0.622,20.156,1945.45,0.676,5.784,117.372,0.518
359954,11,25,47,0.538,0.622,20.14,1937.88,0.676,5.784,117.372,0.518
359954,11,25,48,0.539,0.622,20.188,1943.172,0.676,5.784,117.372,0.518
359954,11,25,49,0.539,0.622,20.199,1953.083,0.676,5.784,117.372,0.518
359959,6,50,0,0.495,0.547,29.274,8306.449,0.554,3.452,204.843,0.459
359959,6,50,1,0.495,0.547,29.274,8306.449,0.554,3.452,204.843,0.459
359959,6,50,2,0.499,0.547,31.668,10562.055,0.554,3.452,204.843,0.459
359959,6,50,3,0.501,0.561,31.365,11238.919,0.554,3.452,204.843,0.459
359959,6,50,4,0.505,0.568,30.225,11620.209,0.554,3.452,204.843,0.459
359959,6,50,5,0.508,0.574,30.828,12198.695,0.554,3.452,204.843,0.459
359959,6,50,6,0.508,0.581,34.558,14957.392,0.554,3.452,204.843,0.459
359959,6,50,7,0.509,0.581,35.692,15599.944,0.554,3.452,204.843,0.459
359959,6,50,8,0.511,0.588,34.471,15278.579,0.554,3.452,204.843,0.459
359959,6,50,9,0.512,0.601,34.038,14854.996,0.554,3.452,204.843,0.459
359959,6,50,10,0.512,0.615,33.585,14700.447,0.554,3.452,204.843,0.459
359959,6,50,11,0.511,0.615,33.34,14738.537,0.554,3.452,204.843,0.459
359959,6,50,12,0.512,0.608,33.028,14640.15,0.554,3.452,204.843,0.459
359959,6,50,13,0.513,0.601,32.352,14478.585,0.554,3.452,204.843,0.459
359959,6,50,14,0.514,0.608,32.675,15027.352,0.554,3.452,204.843,0.459
359959,6,50,15,0.513,0.615,33.477,15467.36,0.554,3.452,204.843,0.459
359959,6,50,16,0.514,0.608,33.127,15214.208,0.554,3.452,204.843,0.459
359959,6,50,17,0.514,0.608,33.234,15354.618,0.554,3.452,204.843,0.459
359959,6,50,18,0.514,0.615,32.814,15136.204,0.554,3.452,204.843,0.459
359959,6,50,19,0.515,0.608,32.723,15170.814,0.554,3.452,204.843,0.459
359959,6,50,20,0.515,0.608,32.698,15209.287,0.554,3.452,204.843,0.459
359959,6,50,21,0.515,0.608,32.592,15167.601,0.554,3.452,204.843,0.459
359959,6,50,22,0.516,0.615,32.178,14920.4,0.554,3.452,204.843,0.459
359959,6,50,23,0.516,0.608,32.272,15056.389,0.554,3.452,204.843,0.459
359959,6,50,24,0.516,0.615,32.275,15079.484,0.554,3.452,204.843,0.459
359959,6,50,25,0.516,0.608,31.891,14990.612,0.554,3.452,204.843,0.459
359959,6,50,26,0.516,0.608,31.764,14953.584,0.554,3.452,204.843,0.459
359959,6,50,27,0.516,0.608,31.813,14895.769,0.554,3.452,204.843,0.459
359959,6,50,28,0.516,0.608,31.625,14768.389,0.554,3.452,204.843,0.459
359959,6,50,29,0.516,0.608,31.422,14650.252,0.554,3.452,204.843,0.459
359959,6,50,30,0.517,0.608,31.193,14521.259,0.554,3.452,204.843,0.459
359959,6,50,31,0.516,0.608,31.31,14658.982,0.554,3.452,204.843,0.459
359959,6,50,32,0.516,0.601,31.241,14730.431,0.554,3.452,204.843,0.459
359959,6,50,33,0.516,0.595,31.239,14701.582,0.554,3.452,204.843,0.459
359959,6,50,34,0.516,0.601,31.147,14632.027,0.554,3.452,204.843,0.459
359959,6,50,35,0.516,0.601,31.102,14640.135,0.554,3.452,204.843,0.459
359959,6,50,36,0.516,0.601,31.007,14642.892,0.554,3.452,204.843,0.459
359959,6,50,37,0.516,0.608,30.891,14644.157,0.554,3.452,204.843,0.459
359959,6,50,38,0.516,0.608,30.695,14537.103,0.554,3.452,204.843,0.459
359959,6,50,39,0.516,0.608,30.462,14355.109,0.554,3.452,204.843,0.459
359959,6,50,40,0.517,0.601,30.267,14294.997,0.554,3.452,204.843,0.459
359959,6,50,41,0.517,0.601,30.04,14201.864,0.554,3.452,204.843,0.459
359959,6,50,42,0.517,0.601,30.079,14203.665,0.554,3.452,204.843,0.459
359959,6,50,43,0.517,0.608,30.112,14230.199,0.554,3.452,204.843,0.459
359959,6,50,44,0.517,0.601,29.977,14178.873,0.554,3.452,204.843,0.459
359959,6,50,45,0.517,0.608,29.933,14170.785,0.554,3.452,204.843,0.459
359959,6,50,46,0.517,0.608,29.821,14080.419,0.554,3.452,204.843,0.459
359959,6,50,47,0.518,0.608,29.857,14092.826,0.554,3.452,204.843,0.459
359959,6,50,48,0.518,0.608,29.791,14040.459,0.554,3.452,204.843,0.459
359959,6,50,49,0.518,0.608,29.863,14114.699,0.554,3.452,204.843,0.459
190146,3,2,0,0.656,0.741,16.51,690.573,0.788,5.343,45.505,0.668
190146,3,2,1,0.656,0.741,16.51,690.573,0.788,5.343,45.505,0.668
190146,3,2,2,0.658,0.741,17.499,758.495,0.788,5.343,45.505,0.668
190146,3,2,3,0.659,0.741,16.868,737.02,0.788,5.343,45.505,0.668
190146,3,2,4,0.66,0.741,17.334,778.236,0.788,5.343,45.505,0.668
190146,3,2,5,0.661,0.753,18.002,793.306,0.788,5.343,45.505,0.668
190146,3,2,6,0.661,0.741,17.872,776.181,0.788,5.343,45.505,0.668
190146,3,2,7,0.661,0.741,17.758,776.606,0.788,5.343,45.505,0.668
190146,3,2,8,0.661,0.741,18.216,775.106,0.788,5.343,45.505,0.668
190146,3,2,9,0.662,0.741,18.66,798.147,0.788,5.343,45.505,0.668
190146,3,2,10,0.661,0.753,19.06,811.394,0.788,5.343,45.505,0.668
190146,3,2,11,0.663,0.753,18.77,801.784,0.788,5.343,45.505,0.668
190146,3,2,12,0.664,0.753,19.135,823.912,0.788,5.343,45.505,0.668
190146,3,2,13,0.664,0.753,19.127,823.004,0.788,5.343,45.505,0.668
190146,3,2,14,0.663,0.753,19.041,814.056,0.788,5.343,45.505,0.668
190146,3,2,15,0.664,0.753,18.816,807.793,0.788,5.343,45.505,0.668
190146,3,2,16,0.664,0.753,18.595,804.199,0.788,5.343,45.505,0.668
190146,3,2,17,0.663,0.753,18.384,802.94,0.788,5.343,45.505,0.668
190146,3,2,18,0.664,0.753,18.207,795.866,0.788,5.343,45.505,0.668
190146,3,2,19,0.664,0.753,18.325,807.932,0.788,5.343,45.505,0.668
190146,3,2,20,0.664,0.753,18.362,809.715,0.788,5.343,45.505,0.668
190146,3,2,21,0.664,0.753,18.21,806.641,0.788,5.343,45.505,0.668
190146,3,2,22,0.665,0.753,18.063,808.81,0.788,5.343,45.505,0.668
190146,3,2,23,0.665,0.753,18.062,813.302,0.788,5.343,45.505,0.668
190146,3,2,24,0.665,0.753,18.019,814.434,0.788,5.343,45.505,0.668
190146,3,2,25,0.665,0.753,17.897,809.086,0.788,5.343,45.505,0.668
190146,3,2,26,0.665,0.753,17.913,803.52,0.788,5.343,45.505,0.668
190146,3,2,27,0.665,0.753,17.8,804.887,0.788,5.343,45.505,0.668
190146,3,2,28,0.665,0.753,17.769,803.755,0.788,5.343,45.505,0.668
190146,3,2,29,0.665,0.753,17.728,804.579,0.788,5.343,45.505,0.668
190146,3,2,30,0.665,0.753,17.694,804.333,0.788,5.343,45.505,0.668
190146,3,2,31,0.665,0.753,17.673,800.387,0.788,5.343,45.505,0.668
190146,3,2,32,0.664,0.753,17.793,801.68,0.788,5.343,45.505,0.668
190146,3,2,33,0.664,0.753,17.778,800.624,0.788,5.343,45.505,0.668
190146,3,2,34,0.664,0.753,17.787,797.58,0.788,5.343,45.505,0.668
190146,3,2,35,0.664,0.753,17.744,801.228,0.788,5.343,45.505,0.668
190146,3,2,36,0.664,0.753,17.698,799.487,0.788,5.343,45.505,0.668
190146,3,2,37,0.664,0.753,17.686,803.686,0.788,5.343,45.505,0.668
190146,3,2,38,0.664,0.753,17.587,798.735,0.788,5.343,45.505,0.668
190146,3,2,39,0.664,0.753,17.646,800.155,0.788,5.343,45.505,0.668
190146,3,2,40,0.664,0.753,17.657,799.172,0.788,5.343,45.505,0.668
190146,3,2,41,0.664,0.753,17.69,799.897,0.788,5.343,45.505,0.668
190146,3,2,42,0.664,0.753,17.825,801.686,0.788,5.343,45.505,0.668
190146,3,2,43,0.664,0.753,17.786,803.156,0.788,5.343,45.505,0.668
190146,3,2,44,0.664,0.753,17.816,802.542,0.788,5.343,45.505,0.668
190146,3,2,45,0.664,0.753,17.853,802.369,0.788,5.343,45.505,0.668
190146,3,2,46,0.664,0.753,17.937,803.815,0.788,5.343,45.505,0.668
190146,3,2,47,0.664,0.753,17.923,803.798,0.788,5.343,45.505,0.668
190146,3,2,48,0.664,0.753,17.902,799.96,0.788,5.343,45.505,0.668
190146,3,2,49,0.664,0.753,17.954,799.367,0.788,5.343,45.505,0.668
168784,19,2,0,0.648,0.754,22.826,3665.558,0.81,3.911,141.983,0.632
168784,19,2,1,0.648,0.754,22.826,3665.558,0.81,3.911,141.983,0.632
168784,19,2,2,0.649,0.754,21.336,3488.19,0.81,3.911,141.983,0.632
168784,19,2,3,0.649,0.764,20.639,3269.059,0.81,3.911,141.983,0.632
168784,19,2,4,0.651,0.759,20.977,3416.776,0.81,3.911,141.983,0.632
168784,19,2,5,0.651,0.754,21.195,3517.367,0.81,3.911,141.983,0.632
168784,19,2,6,0.65,0.764,21.701,3689.287,0.81,3.911,141.983,0.632
168784,19,2,7,0.651,0.764,21.725,3737.294,0.81,3.911,141.983,0.632
168784,19,2,8,0.652,0.769,21.556,3736.427,0.81,3.911,141.983,0.632
168784,19,2,9,0.651,0.764,22.14,3797.948,0.81,3.911,141.983,0.632
168784,19,2,10,0.652,0.764,22.079,3831.604,0.81,3.911,141.983,0.632
168784,19,2,11,0.652,0.759,21.908,3817.798,0.81,3.911,141.983,0.632
168784,19,2,12,0.651,0.769,22.152,3833.361,0.81,3.911,141.983,0.632
168784,19,2,13,0.652,0.779,22.314,3825.45,0.81,3.911,141.983,0.632
168784,19,2,14,0.653,0.779,22.36,3833.573,0.81,3.911,141.983,0.632
168784,19,2,15,0.653,0.779,22.344,3810.329,0.81,3.911,141.983,0.632
168784,19,2,16,0.653,0.779,22.241,3818.088,0.81,3.911,141.983,0.632
168784,19,2,17,0.653,0.774,22.072,3801.669,0.81,3.911,141.983,0.632
168784,19,2,18,0.654,0.774,21.979,3831.411,0.81,3.911,141.983,0.632
168784,19,2,19,0.654,0.774,22.167,3839.171,0.81,3.911,141.983,0.632
168784,19,2,20,0.654,0.774,22.414,3837.049,0.81,3.911,141.983,0.632
168784,19,2,21,0.654,0.774,22.691,3827.325,0.81,3.911,141.983,0.632
168784,19,2,22,0.654,0.769,22.539,3814.068,0.81,3.911,141.983,0.632
168784,19,2,23,0.654,0.769,22.698,3854.797,0.81,3.911,141.983,0.632
168784,19,2,24,0.654,0.769,22.622,3892.302,0.81,3.911,141.983,0.632
168784,19,2,25,0.653,0.769,22.75,3926.951,0.81,3.911,141.983,0.632
168784,19,2,26,0.653,0.769,22.728,3911.479,0.81,3.911,141.983,0.632
168784,19,2,27,0.653,0.769,22.563,3893.271,0.81,3.911,141.983,0.632
168784,19,2,28,0.653,0.769,22.673,3883.877,0.81,3.911,141.983,0.632
168784,19,2,29,0.653,0.769,22.659,3858.334,0.81,3.911,141.983,0.632
168784,19,2,30,0.653,0.769,22.76,3881.492,0.81,3.911,141.983,0.632
168784,19,2,31,0.653,0.769,22.831,3894.107,0.81,3.911,141.983,0.632
168784,19,2,32,0.653,0.769,22.926,3880.312,0.81,3.911,141.983,0.632
168784,19,2,33,0.653,0.764,22.982,3898.096,0.81,3.911,141.983,0.632
168784,19,2,34,0.653,0.764,22.986,3935.541,0.81,3.911,141.983,0.632
168784,19,2,35,0.653,0.764,23.001,3957.614,0.81,3.911,141.983,0.632
168784,19,2,36,0.653,0.764,23.117,3971.869,0.81,3.911,141.983,0.632
168784,19,2,37,0.653,0.769,23.144,3959.83,0.81,3.911,141.983,0.632
168784,19,2,38,0.653,0.769,23.15,3965.345,0.81,3.911,141.983,0.632
168784,19,2,39,0.652,0.769,23.121,3945.604,0.81,3.911,141.983,0.632
168784,19,2,40,0.652,0.769,23.149,3979.72,0.81,3.911,141.983,0.632
168784,19,2,41,0.652,0.769,23.071,3974.057,0.81,3.911,141.983,0.632
168784,19,2,42,0.652,0.769,23.024,3968.114,0.81,3.911,141.983,0.632
168784,19,2,43,0.652,0.769,23.103,3974.479,0.81,3.911,141.983,0.632
168784,19,2,44,0.652,0.769,23.17,3974.363,0.81,3.911,141.983,0.632
168784,19,2,45,0.652,0.769,23.168,3967.515,0.81,3.911,141.983,0.632
168784,19,2,46,0.652,0.769,23.125,3953.423,0.81,3.911,141.983,0.632
168784,19,2,47,0.652,0.769,23.147,3971.903,0.81,3.911,141.983,0.632
168784,19,2,48,0.652,0.769,23.284,4000.826,0.81,3.911,141.983,0.632
168784,19,2,49,0.652,0.769,23.39,4028.78,0.81,3.911,141.983,0.632
359959,9,10,0,0.505,0.608,35.428,12209.634,0.588,2.986,207.694,0.433
359959,9,10,1,0.505,0.608,35.428,12209.634,0.588,2.986,207.694,0.433
359959,9,10,2,0.506,0.595,35.878,13457.397,0.588,2.986,207.694,0.433
359959,9,10,3,0.509,0.595,35.404,13821.349,0.588,2.986,207.694,0.433
359959,9,10,4,0.511,0.601,35.736,14433.279,0.588,2.986,207.694,0.433
359959,9,10,5,0.512,0.601,36.206,14912.043,0.588,2.986,207.694,0.433
359959,9,10,6,0.514,0.595,34.628,14224.195,0.588,2.986,207.694,0.433
359959,9,10,7,0.515,0.601,34.384,14382.877,0.588,2.986,207.694,0.433
359959,9,10,8,0.516,0.601,33.989,13800.403,0.588,2.986,207.694,0.433
359959,9,10,9,0.517,0.615,33.8,13780.789,0.588,2.986,207.694,0.433
359959,9,10,10,0.518,0.615,32.866,13288.261,0.588,2.986,207.694,0.433
359959,9,10,11,0.518,0.608,32.514,13294.28,0.588,2.986,207.694,0.433
359959,9,10,12,0.519,0.608,32.222,13301.389,0.588,2.986,207.694,0.433
359959,9,10,13,0.52,0.601,32.361,13681.568,0.588,2.986,207.694,0.433
359959,9,10,14,0.519,0.601,32.36,13659.251,0.588,2.986,207.694,0.433
359959,9,10,15,0.52,0.601,32.409,13844.09,0.588,2.986,207.694,0.433
359959,9,10,16,0.521,0.601,32.359,13788.234,0.588,2.986,207.694,0.433
359959,9,10,17,0.521,0.601,32.649,13807.041,0.588,2.986,207.694,0.433
359959,9,10,18,0.521,0.601,32.218,13598.406,0.588,2.986,207.694,0.433
359959,9,10,19,0.522,0.608,32.165,13695.638,0.588,2.986,207.694,0.433
359959,9,10,20,0.522,0.608,31.75,13504.978,0.588,2.986,207.694,0.433
359959,9,10,21,0.522,0.608,31.741,13665.519,0.588,2.986,207.694,0.433
359959,9,10,22,0.522,0.608,31.643,13667.907,0.588,2.986,207.694,0.433
359959,9,10,23,0.522,0.608,31.323,13503.381,0.588,2.986,207.694,0.433
359959,9,10,24,0.522,0.608,30.921,13349.066,0.588,2.986,207.694,0.433
359959,9,10,25,0.522,0.615,30.619,13174.852,0.588,2.986,207.694,0.433
359959,9,10,26,0.522,0.615,30.643,13168.045,0.588,2.986,207.694,0.433
359959,9,10,27,0.522,0.615,30.617,13050.744,0.588,2.986,207.694,0.433
359959,9,10,28,0.523,0.608,30.475,13087.653,0.588,2.986,207.694,0.433
359959,9,10,29,0.522,0.608,30.442,13054.562,0.588,2.986,207.694,0.433
359959,9,10,30,0.522,0.615,30.468,13164.835,0.588,2.986,207.694,0.433
359959,9,10,31,0.522,0.615,30.643,13267.658,0.588,2.986,207.694,0.433
359959,9,10,32,0.522,0.615,30.804,13354.724,0.588,2.986,207.694,0.433
359959,9,10,33,0.522,0.615,30.726,13300.368,0.588,2.986,207.694,0.433
359959,9,10,34,0.522,0.615,30.721,13325.562,0.588,2.986,207.694,0.433
359959,9,10,35,0.522,0.615,30.797,13386.912,0.588,2.986,207.694,0.433
359959,9,10,36,0.521,0.615,31.102,13472.092,0.588,2.986,207.694,0.433
359959,9,10,37,0.521,0.615,31.02,13408.382,0.588,2.986,207.694,0.433
359959,9,10,38,0.521,0.615,31.096,13409.433,0.588,2.986,207.694,0.433
359959,9,10,39,0.521,0.615,30.977,13292.102,0.588,2.986,207.694,0.433
359959,9,10,40,0.521,0.608,31.035,13236.973,0.588,2.986,207.694,0.433
359959,9,10,41,0.521,0.608,30.846,13125.522,0.588,2.986,207.694,0.433
359959,9,10,42,0.521,0.615,30.749,13082.497,0.588,2.986,207.694,0.433
359959,9,10,43,0.521,0.608,30.68,13003.428,0.588,2.986,207.694,0.433
359959,9,10,44,0.521,0.608,30.648,12971.753,0.588,2.986,207.694,0.433
359959,9,10,45,0.52,0.608,30.677,12981.194,0.588,2.986,207.694,0.433
359959,9,10,46,0.52,0.608,30.471,12822.529,0.588,2.986,207.694,0.433
359959,9,10,47,0.52,0.608,30.452,12821.631,0.588,2.986,207.694,0.433
359959,9,10,48,0.52,0.608,30.609,12911.77,0.588,2.986,207.694,0.433
359959,9,10,49,0.52,0.608,30.709,12890.533,0.588,2.986,207.694,0.433
2073,10,10,0,0.529,0.638,33.718,5594.216,0.705,6.146,183.037,0.451
2073,10,10,1,0.529,0.638,33.718,5594.216,0.705,6.146,183.037,0.451
2073,10,10,2,0.535,0.638,36.317,7328.212,0.705,6.146,183.037,0.451
2073,10,10,3,0.537,0.644,38.057,7996.331,0.705,6.146,183.037,0.451
2073,10,10,4,0.541,0.658,37.342,7960.673,0.705,6.146,183.037,0.451
2073,10,10,5,0.543,0.658,36.399,7712.385,0.705,6.146,183.037,0.451
2073,10,10,6,0.544,0.658,36.586,7837.167,0.705,6.146,183.037,0.451
2073,10,10,7,0.543,0.658,36.762,7871.942,0.705,6.146,183.037,0.451
2073,10,10,8,0.542,0.658,35.881,7594.652,0.705,6.146,183.037,0.451
2073,10,10,9,0.542,0.644,35.69,7560.212,0.705,6.146,183.037,0.451
2073,10,10,10,0.542,0.651,37.111,8010.911,0.705,6.146,183.037,0.451
2073,10,10,11,0.541,0.644,37.59,8007.888,0.705,6.146,183.037,0.451
2073,10,10,12,0.542,0.651,37.6,8003.317,0.705,6.146,183.037,0.451
2073,10,10,13,0.543,0.644,37.995,8023.475,0.705,6.146,183.037,0.451
2073,10,10,14,0.543,0.651,38.824,8040.438,0.705,6.146,183.037,0.451
2073,10,10,15,0.543,0.638,39.058,7960.741,0.705,6.146,183.037,0.451
2073,10,10,16,0.543,0.644,39.312,7977.445,0.705,6.146,183.037,0.451
