run_id,generation,avg_tree_test_acc,ensemble_train_acc,ensemble_test_acc,height_var,leaves_var
0,45,0.5111,0.7581,0.6711,28.54,5263.88
0,46,0.5108,0.767,0.6779,28.56,5683.33
0,47,0.5105,0.7715,0.6779,28.61,6088.22
0,48,0.5102,0.7738,0.6846,28.63,6500.25
0,49,0.51,0.782,0.6846,28.7,6899.77
0,50,0.5095,0.7835,0.6846,28.95,7277.65
0,51,0.5095,0.785,0.6846,28.98,7633.0
0,52,0.5091,0.7903,0.6846,29.0,7936.74
0,53,0.5091,0.7925,0.6846,29.22,8230.17
0,54,0.5087,0.794,0.6846,29.46,8517.91
0,55,0.5084,0.7955,0.6846,29.57,8754.18
0,56,0.5083,0.7985,0.6846,29.53,8992.62
0,57,0.5083,0.8015,0.6846,29.54,9298.54
0,58,0.5082,0.8037,0.6846,29.58,9488.34
0,59,0.5081,0.806,0.6779,29.67,9667.42
0,60,0.5081,0.8082,0.6846,29.62,9938.02
0,61,0.508,0.8105,0.6846,29.62,10170.2
0,62,0.5078,0.8142,0.6846,29.63,10420.49
0,63,0.5078,0.815,0.6846,29.59,10659.66
0,64,0.5077,0.818,0.6913,29.7,10837.74
0,65,0.5076,0.8195,0.6846,29.69,11047.95
0,66,0.5075,0.8232,0.6846,29.68,11204.57
0,67,0.5074,0.8262,0.6846,29.69,11364.54
0,68,0.5075,0.8277,0.6846,29.63,11510.56
0,69,0.5074,0.8292,0.6846,29.55,11627.27
0,70,0.5073,0.8307,0.6846,29.5,11806.29
0,71,0.5069,0.8337,0.6846,29.66,11991.42
0,72,0.5068,0.836,0.6846,29.61,12131.23
0,73,0.5066,0.8382,0.6913,29.56,12256.48
0,74,0.5067,0.8427,0.6913,29.5,12335.08
0,75,0.5067,0.8457,0.6913,29.35,12428.59
0,76,0.5067,0.8472,0.6913,29.27,12514.23
0,77,0.5067,0.8479,0.6913,29.15,12605.88
0,78,0.5064,0.8479,0.6913,29.26,12683.27
0,79,0.5065,0.8524,0.6913,29.11,12759.61
0,80,0.5065,0.8562,0.6913,28.98,12802.9
0,81,0.5066,0.8577,0.6913,28.82,12873.71
0,82,0.5065,0.8577,0.698,28.72,12911.76
0,83,0.5065,0.8592,0.698,28.63,12952.45
0,84,0.5066,0.8584,0.698,28.53,12982.15
0,85,0.5066,0.8592,0.6913,28.46,13026.28
0,86,0.5066,0.8607,0.6913,28.42,13073.59
0,87,0.5067,0.8622,0.6913,28.36,13103.27
0,88,0.5066,0.8629,0.6913,28.33,13118.93
0,89,0.5066,0.8644,0.6913,28.17,13152.19
0,90,0.5065,0.8667,0.6846,28.08,13192.04
0,91,0.5066,0.8674,0.6846,27.99,13219.15
0,92,0.5065,0.8689,0.6846,27.89,13231.36
0,93,0.5065,0.8704,0.6846,27.8,13233.83
0,94,0.5065,0.8712,0.6846,27.68,13230.82
0,95,0.5064,0.8734,0.6846,27.56,13221.75
0,96,0.5064,0.8742,0.6846,27.55,13228.8
0,97,0.5064,0.8764,0.6846,27.43,13228.92
0,98,0.5063,0.8779,0.6913,27.32,13231.64
0,99,0.5063,0.8787,0.6913,27.31,13225.67
